text,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,category,stance
انشأ مجلسا استشاريا يضم خبراء صحه ومستشارين للسيطره كورونا بايدن يصل البيت الأبيض وفي جعبته خطه تطعيم للأمريكيين خلال ال يوم الأولى لرئاسته ناصر الحسيني الجزيره واشنطن الأخبار,0,0,0,0,0,1,0,0,0,0,1,2,1
مدير مديريه الصحه بمحافظه القليوبيه والفريق الطبي يحصلون لقاح كورونا كورونا نطمئن,0,0,0,0,0,1,0,1,0,0,0,1,1
مطار القاهره يستقبل الف جرعه لقاح استرازينيكا المخصص لكورونا كشحنه ضمن تعاقدات الصحه عده لقاحات عالميه,0,0,0,0,0,1,0,1,1,0,0,0,1
الاتحاد الأوروبي يصادق استخدام لقاح موديرنا ضد فايروس كورونا,0,0,0,0,0,1,0,1,1,0,0,2,1
وزيره الصحه تشكر رجال اعمال تبرعوا تحيا مصر لتوفير لقاح كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
خادم الحرمين يتلقى الجرعه الأولى لقاح كورونا العافيه ياحبيب الشعب,0,0,0,0,0,1,1,1,0,0,0,1,1
وزير الصحه التركي فخرالدين كوجا حصل اليوم الأربعاء الجرعه الأولى لقاح كورونا المستجد الصيني معلنا بدايه التطعيم تركيا ستبدأ الخميس المرحله الأولى التطعيم نظام الأولويات اقرته الوزاره,0,0,0,0,0,1,0,1,0,0,1,1,1
اصابه طبيب طوارئ بفايروس كورونا ايام اخذه لقاح فايزر صحيح اللقاح يعمل الا الجرعه الثانيه,0,0,0,0,0,1,0,1,1,0,0,0,-1
اتفاق تصنيع اللقاح الروسي تركيا تتسلم مليون جرعه لقاح سينوفاك الصيني المضاد لكورونا مباشر روسيا تركيا كورونا,0,0,0,0,0,1,0,1,0,0,0,0,1
وزير الصحه لقاح استرازينيكا تم التأكد مأمونيته وفعاليته الوصال,0,0,0,0,0,0,0,1,1,0,0,0,1
الأردن نموذج يحتذى احترام الانسان والتكافل مناره التنوير والتغيير ويقدم درسا الانتماء والولاء والانسانيه لقاح كورونا حب الأردن,0,0,0,0,0,1,0,1,0,0,0,0,1
رضينا بالخنوع كشعب لسطوه عصابه العسكر فنستاهل اي حاجه تجرالنا سواء وصول سعر انبوبه الأكسجين بالسوق لأكثر منج استغلال واضح او قرار وزيره صحه الإنقلاب اللي هتبدأ الأسبوع القادم تطعيم الأطقم الطبيه بلقاح كورونا الصيني يعني انهيار المنظومه الصحيه,0,0,0,0,0,1,0,1,0,0,1,0,-1
انا صدقت انه ينتظر وصوله للبنان علشان يأخذه انتم بكيفكم الله يهدي هاللي قلطو عندنا ماصبروا يوصل لهونيك وياخذونه,0,0,0,0,0,0,0,0,0,0,0,8,0
الصحه الأمريكيه ملايين شخص حصلوا الجرعه الأولى لقاح كورونا الرؤيه بلا حدود,0,0,0,0,0,1,0,1,0,0,0,0,1
دولتنا الامارات نجحت بالفعل توزيع جرعات لقاح كورونا وإدارتها بنسب بدأت بشكل متتال وفق انظمه رعايه صحيه شامله تساعد ايضا تلقي الأشخاص لجرعات اللقاح بشكل اسرع ولهذا فاماراتنا رائده عالميا اداره اللقاحات,0,0,0,0,0,1,0,1,0,0,0,7,1
مستشفى رفيق الحريري الجامعي تنطلق يوم الاثنين حمله توعيه مركزه لجميع العاملين حول لقاح كورونا مركزه اجابه التساؤلات مكامن القلق هرها الاستبيان سنطلق موقعا حمله وسائل التواصل بهدف زياده الوعي العامه صحه وعي صحي سليم,0,0,0,0,0,1,0,1,0,0,0,2,1
يحق للمغاربه الفخر بوطنهم المغرب كأول دوله بإفريقيا تحصل عمليا لقاح كورونا لمواطنيها وستكون اول دوله تباشر بتلقيحهم بإفريقيا انجاز كبير انعكاسات المستويات انتصار للذات المغربيه يمكن الا ان نفتخر وخصوصا زمن يتسم بصراع متعدد الجبهات,0,0,0,0,0,1,0,1,0,0,0,0,1
سيدي الملك سلمان حفظه الله ورعاه يتلقى اللقاح نسئل الله ان ينفع ويديم خادم الحرمين الشريفين الصحه والعافيه ويمد عمره الملك يتلقى لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,1,1
عاجل اردوغان استطعنا الحصول ملايين جرعه لقاح كورونا,0,0,1,0,0,1,0,1,0,0,0,0,1
الصحه بدء تطعيم اصحاب الأمراض المزمنه خلال النصف الثاني,0,0,0,0,0,0,0,0,0,0,1,0,1
لقاح استرازنكا يعطى لمن ال عام علما ان معظم وفيات كورونا ال عام اشق هدومي,0,0,0,0,0,1,0,1,0,0,0,0,1
اظهرت نتائج فحوص مختبريه اليوم الأربعاء ان لقاح كورونا توصلت شركتا فايزر وبيونتك سيقي الأرجح السلاله الأشد عدوى كورونا المستجد والتي اكت شفت بريطانيا وانتشرت حول العالم,0,0,0,0,0,1,0,1,1,0,0,0,1
اصابه كبير حاخامات تل ابيب بكورونا رغم تلقيه جرعتي لقاح,0,0,0,0,0,1,0,1,0,0,0,0,-1
نريد لقاح امن يحقق المختصون وفاه جريجوري مايكل طبيب نساء ولاده ال عمره ولايه فلوريدا يوما تلقي الجرعه الأولى لقاح فايزر بيونتك تلقى اللقاح يوم وتوفي يوم,1,1,0,0,0,0,0,1,1,1,0,0,-1
المجر توافق استخدام لقاح سينوفارم الصيني المضاد لكورونا الجديد,0,0,0,0,0,1,0,1,1,0,0,2,1
عاجل تركيا الف موظف صحه يتلقون لقاح كورونا,0,0,1,0,0,1,0,1,0,0,0,0,1
سكاي ليفربول عرض وزاره الصحه البريطانيه استخدام الأنفيلد كمركز لمنح لقاح كورونا للمواطنين ليفربول,0,0,0,1,0,1,0,1,0,0,0,0,1
عندما يغرد بهلول التيار غسان بموسم كورونا العوني وكورونا الصحي الثاني ممكن يلتقالوا لقاح اما الاول لقاح الإجتثاث,0,0,0,0,0,1,0,1,0,0,0,0,1
فايزر تتوقع عائدات قدرها مليار مبيعات لقاح كورونا دوله ولايه الفقيه اهل للثقه لقاح امن مبنى ادنوك يحتفي بتلقي شخص دوله الإمارات اليوم لقاح كورونا مساهمين باحتواء انتشار الفيروس ليكن خيارك التطعيم وام الجرعه الثانيه لقاح كورونا اليوم ولله الحمد شكرا لقيادتنا حرصها ان تكون اوائل الدول توفير للقاح لكل يعيش تراب الوطن شكرا وزير الصحه ولجميع طاقمه الطبي والاداري التنظيم الرائع الصحه المقيم حصل لقاح كورونا جده يوم الاثنين الماضي احقيه تلقيه كونه الفئات العمريه المشموله المرحله,0,0,0,0,0,1,0,1,1,1,1,2,1
فيديو شيخه الحربي تبدي مشاعرها الوطنيه عبر الإخباريه تلقيها الجرعه الثانيه لقاح كورونا برنامج اليوم,0,0,0,0,0,1,0,1,0,0,0,1,1
العفو الدوليه منع خامنئي الإيرانيين الحصول لقاح اجنبي تجاهل للحق الحياه,0,0,0,0,0,0,0,1,0,0,0,0,-1
شهاده السيده زينب مديره المنظمه الطبيه التركيه ومديره منظمه المجلس الاعلى لتطوير الانسان ان الرئيس سعد الحريري طلب المساعده بالمجال الطبي وبالاخص لقاح كورونا الرئيس طيب رجب اردوغان ووافق تردد السياسيين لبنان رفضوا ذالك,0,0,0,0,1,1,0,1,0,0,0,0,1
الحمدلله الوالد الله يطول بعمره خذا مطعوم كورونا اشكر وزاره الصحه قطر اهتمامها وحرصها المقيمين ارض الدوله خاصه انه الوالد عنده مرض صدري مزمن قدمنا وسوينا حق هالبلد نوفيها حقها ظل خي ال العليا تميم المجد,0,0,0,1,0,1,0,0,0,0,0,7,1
وزاره الصحه تعلن ان اليوم الأحد شهد تقديم الف جرعه لقاح كورونا اعلى معدل تلقي جرعات يوم انطلاقه الحمله الوطنيه لتقديم اللقاح,0,0,0,1,0,1,0,1,0,0,0,2,1
صباحك ومطرحك البدء تطعيم اصحاب الأمراض المزمنه وكبار السن بلقاح كورونا منتصف اسمعنا صباحك عالراديو يونس,0,0,0,0,0,1,0,1,0,0,1,0,1
يخزن ثلاجه عاديه وفعاليته تتجاوز خصائص لقاح موديرنا وهذه اثاره الجانبيه كورونا العربيه,0,0,0,0,0,1,0,1,1,0,0,0,1
خادم الحرمين الشريفين حفظه الله يتلقى الجرعه الأولى لقاح كورونا اللهم احفظه بحفظك ومتعه بالصحه والعافيه جامعه القصيم,0,0,0,0,0,1,1,1,0,0,0,1,1
اسرائيل طعمت شعبها هتنتهي تطعيم الجميع بحلول,0,0,0,0,0,0,0,0,0,0,1,0,1
صندوق تحيا مصر يتلقي تبرعاتكم لتمويل شراء لقاح التعافي كورونا عبر القنوات الآتيه ارسل رساله بقيمه علي رقم ارسل رساله بقيمه جنيهات علي رقم تبرع علي حساب رقم بنوك مصر المساهمه خارج مصر بالبطاقات الإئتمانيه عبر,0,0,0,0,0,1,0,1,0,0,0,0,1
اصابه شخصا بشلل فى الوجه تلقيهم لقاح كورونا بإسرائيل,0,0,0,0,0,1,0,1,0,0,0,0,-1
وزير الصحه الشيخ الدكتور باسل الصباح وصل تسجيل الراغبين اخذ تطعيم كورونا حوالي ربع مليون بلغ اخذ الجرعه الأولى اكثر الف ان شهاده تطعيم الكترونيه تطبيق كويت مسافر بالتعاون الطيران المدني كونا الكويت,0,0,0,0,0,1,0,0,0,0,1,0,1
اعلن الرئيس رجب طيب اردوغان الخميس ان بلاده تعتزم زياده عدد جرعات لقاح كورونا بمقدار مليون جرعه,0,0,0,0,0,1,0,1,0,0,0,2,1
اخبار السعوديه سمو امير منطقه الرياض يتلقى لقاح كورونا ويتفقد مركز استقبال المتقدمين اللقاح,0,0,0,0,0,1,1,1,0,0,0,1,1
الزوجه السعوديه دوده تنخر عظام الزوج لقاح موت بطيء صوره زوجه اما الزوجه المغربيه فلم يبق الا ان يقول عنها انها حور العين,0,0,0,0,0,0,0,1,0,0,0,8,0
جماعه اخدت اليوم لقاح كورونا مش كرمال المرض انا نظريه المؤامره انه رح يتحكمو بحياتي بلكي بيطلع معهم نتائح احسن الي عم هببه,0,0,0,0,0,1,0,1,0,0,0,7,-1
يء ؤل الأوجاع ؤوس الع لق حت الث ماله قاح الخ دواؤ لكل ادوائ مات الر يح الأ رض الت لال الغربان اشت قنا اشت اليك لبنان,0,0,0,0,0,0,0,0,0,0,0,8,0
اسباب تأجيل موعد رفع تعليق السفر للمواطنين وفتح المنافذ تأخر الشركات المصنعه لقاح كورونا تسليم الدفعات المتعاقد عليها الأوقات المحدده اهميه الوصول الى معدلات مناعه مجتمعيه مرتفعه المملكه السماح بالسفر ظل وجود موجه ثانيه الجائحه كثير الدول,0,0,0,0,0,1,0,1,0,0,0,2,0
تلقيت الجرعه الأولى لقاح فيروس كورونا والأخرى اسبوعين ولله الحمد دام عزك ياوطن ترتيب وسلاسه الخيال,0,0,0,0,0,1,0,1,0,0,0,7,1
حسين الجسمي يتلقى لقاح كورونا,0,0,0,0,0,1,1,1,0,0,0,1,1
بانتظار تصويت مجلس النواب قانون اللقاح اليوم العلم ان المشكله بالقانون بالتطبيق نملك الموارد والخبرات الكافيه لتوزيع اللقاح بشكل شفاف وبعداله معقول تكون السلطه اشطر باللقاح الزباله مثلا نتأمل خير ونتوقع الاصعب العاده لبنان لقاح كورونا كورونا لبنان,0,0,0,0,0,1,0,1,0,0,0,2,1
